reason_id,source_work_id,target_work_id,reason_kind,entity_id,relation_id,transition_id,event_id,event_occurrence_id,source_continuity_id,destination_continuity_id,participant_fact_ids,support_fact_ids,appearance_kinds,verification_statuses,certainty_values,notes
reason-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-explicit-relation-work-relation-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-story-link,the-falcon-and-the-winter-soldier-2021,captain-america-brave-new-world-2025,explicit_relation,,work-relation-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-story-link,,,,,,,work-relation-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-story-link,,legacy_seed,probable,story_link; story; strong
reason-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-shared-entity-entity-x-fd344cdc17,the-falcon-and-the-winter-soldier-2021,captain-america-brave-new-world-2025,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-captain-america-brave-new-world-2025-entity-x-fd344cdc17|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-explicit-relation-work-relation-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-lead-in,the-falcon-and-the-winter-soldier-2021,thunderbolts-new-avengers-2025,explicit_relation,,work-relation-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-lead-in,,,,,,,work-relation-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-lead-in,,legacy_seed,probable,lead_in; story; indirect
reason-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,the-falcon-and-the-winter-soldier-2021,thunderbolts-new-avengers-2025,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-the-falcon-and-the-winter-soldier-2021-entity-x-bd73e23ab5|appearance-thunderbolts-new-avengers-2025-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-explicit-relation-work-relation-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-lead-in,the-fantastic-four-first-steps-2025,avengers-doomsday-2026-12-18,explicit_relation,,work-relation-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-lead-in,,,,,,,work-relation-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-lead-in,,source_verified,confirmed,lead_in; story; direct
reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-0f36d6d903,the-fantastic-four-first-steps-2025,avengers-doomsday-2026-12-18,shared_entity,entity-x-0f36d6d903,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-0f36d6d903|appearance-the-fantastic-four-first-steps-2025-entity-x-0f36d6d903,unknown,legacy_seed,unknown,
reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-23cb2517c1,the-fantastic-four-first-steps-2025,avengers-doomsday-2026-12-18,shared_entity,entity-x-23cb2517c1,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-23cb2517c1|appearance-the-fantastic-four-first-steps-2025-entity-x-23cb2517c1,unknown,legacy_seed,unknown,
reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-769f0c6132,the-fantastic-four-first-steps-2025,avengers-doomsday-2026-12-18,shared_entity,entity-x-769f0c6132,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-769f0c6132|appearance-the-fantastic-four-first-steps-2025-entity-x-769f0c6132,unknown,legacy_seed,unknown,
reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-f1342534e0,the-fantastic-four-first-steps-2025,avengers-doomsday-2026-12-18,shared_entity,entity-x-f1342534e0,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-f1342534e0|appearance-the-fantastic-four-first-steps-2025-entity-x-f1342534e0,unknown,legacy_seed,unknown,
reason-the-guardians-of-the-galaxy-holiday-special-2022-guardians-of-the-galaxy-vol-3-2023-explicit-relation-work-relation-the-guardians-of-the-galaxy-holiday-special-2022-guardians-of-the-galaxy-vol-3-2023-lead-in,the-guardians-of-the-galaxy-holiday-special-2022,guardians-of-the-galaxy-vol-3-2023,explicit_relation,,work-relation-the-guardians-of-the-galaxy-holiday-special-2022-guardians-of-the-galaxy-vol-3-2023-lead-in,,,,,,,work-relation-the-guardians-of-the-galaxy-holiday-special-2022-guardians-of-the-galaxy-vol-3-2023-lead-in,,legacy_seed,probable,lead_in; story; direct
reason-the-incredible-hulk-2008-avengers-age-of-ultron-2015-shared-entity-entity-x-50a34df778,the-incredible-hulk-2008,avengers-age-of-ultron-2015,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-50a34df778|appearance-the-incredible-hulk-2008-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-incredible-hulk-2008-avengers-endgame-2019-shared-entity-entity-x-50a34df778,the-incredible-hulk-2008,avengers-endgame-2019,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-endgame-2019-entity-x-50a34df778|appearance-the-incredible-hulk-2008-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-incredible-hulk-2008-avengers-infinity-war-2018-shared-entity-entity-x-50a34df778,the-incredible-hulk-2008,avengers-infinity-war-2018,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-50a34df778|appearance-the-incredible-hulk-2008-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-incredible-hulk-2008-captain-america-brave-new-world-2025-explicit-relation-work-relation-the-incredible-hulk-2008-captain-america-brave-new-world-2025-story-link,the-incredible-hulk-2008,captain-america-brave-new-world-2025,explicit_relation,,work-relation-the-incredible-hulk-2008-captain-america-brave-new-world-2025-story-link,,,,,,,work-relation-the-incredible-hulk-2008-captain-america-brave-new-world-2025-story-link,,legacy_seed,probable,story_link; story; direct
reason-the-incredible-hulk-2008-she-hulk-attorney-at-law-2022-shared-entity-entity-x-50a34df778,the-incredible-hulk-2008,she-hulk-attorney-at-law-2022,shared_entity,entity-x-50a34df778,,,,,,,,appearance-she-hulk-attorney-at-law-2022-entity-x-50a34df778|appearance-the-incredible-hulk-2008-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-incredible-hulk-2008-the-avengers-2012-explicit-relation-work-relation-the-incredible-hulk-2008-the-avengers-2012-crossover,the-incredible-hulk-2008,the-avengers-2012,explicit_relation,,work-relation-the-incredible-hulk-2008-the-avengers-2012-crossover,,,,,,,work-relation-the-incredible-hulk-2008-the-avengers-2012-crossover,,legacy_seed,probable,crossover; story; indirect
reason-the-incredible-hulk-2008-the-avengers-2012-shared-entity-entity-x-50a34df778,the-incredible-hulk-2008,the-avengers-2012,shared_entity,entity-x-50a34df778,,,,,,,,appearance-the-avengers-2012-entity-x-50a34df778|appearance-the-incredible-hulk-2008-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-incredible-hulk-2008-the-consultant-2011-explicit-relation-work-relation-the-incredible-hulk-2008-the-consultant-2011-story-link,the-incredible-hulk-2008,the-consultant-2011,explicit_relation,,work-relation-the-incredible-hulk-2008-the-consultant-2011-story-link,,,,,,,work-relation-the-incredible-hulk-2008-the-consultant-2011-story-link,,legacy_seed,probable,story_link; story; direct
reason-the-incredible-hulk-2008-thor-ragnarok-2017-shared-entity-entity-x-50a34df778,the-incredible-hulk-2008,thor-ragnarok-2017,shared_entity,entity-x-50a34df778,,,,,,,,appearance-the-incredible-hulk-2008-entity-x-50a34df778|appearance-thor-ragnarok-2017-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-marvels-2023-avengers-doomsday-2026-12-18-explicit-relation-work-relation-the-marvels-2023-avengers-doomsday-2026-12-18-story-link,the-marvels-2023,avengers-doomsday-2026-12-18,explicit_relation,,work-relation-the-marvels-2023-avengers-doomsday-2026-12-18-story-link,,,,,,,work-relation-the-marvels-2023-avengers-doomsday-2026-12-18-story-link,,legacy_seed,probable,story_link; story; indirect
reason-the-punisher-one-last-kill-2026-05-12-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,the-punisher-one-last-kill-2026-05-12,spider-man-brand-new-day-2026-07-31,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-spider-man-brand-new-day-2026-07-31-entity-x-797ce92fcd|appearance-the-punisher-one-last-kill-2026-05-12-entity-x-cacda9afb6,onscreen|unknown,legacy_seed|source_verified,confirmed|unknown,
reason-the-punisher-s1-2017-daredevil-born-again-s1-2025-shared-entity-entity-x-cacda9afb6,the-punisher-s1-2017,daredevil-born-again-s1-2025,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-daredevil-born-again-s1-2025-entity-x-cacda9afb6|appearance-the-punisher-s1-2017-entity-x-cacda9afb6,unknown,legacy_seed,unknown,
reason-the-punisher-s1-2017-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,the-punisher-s1-2017,spider-man-brand-new-day-2026-07-31,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-spider-man-brand-new-day-2026-07-31-entity-x-797ce92fcd|appearance-the-punisher-s1-2017-entity-x-cacda9afb6,onscreen|unknown,legacy_seed|source_verified,confirmed|unknown,
reason-the-punisher-s1-2017-the-punisher-one-last-kill-2026-05-12-shared-entity-entity-x-cacda9afb6,the-punisher-s1-2017,the-punisher-one-last-kill-2026-05-12,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-the-punisher-one-last-kill-2026-05-12-entity-x-cacda9afb6|appearance-the-punisher-s1-2017-entity-x-cacda9afb6,unknown,legacy_seed,unknown,
reason-the-punisher-s1-2017-the-punisher-s2-2019-explicit-relation-work-relation-the-punisher-s1-2017-the-punisher-s2-2019-sequel,the-punisher-s1-2017,the-punisher-s2-2019,explicit_relation,,work-relation-the-punisher-s1-2017-the-punisher-s2-2019-sequel,,,,,,,work-relation-the-punisher-s1-2017-the-punisher-s2-2019-sequel,,source_verified,confirmed,sequel; story; direct
reason-the-punisher-s1-2017-the-punisher-s2-2019-shared-entity-entity-x-cacda9afb6,the-punisher-s1-2017,the-punisher-s2-2019,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-the-punisher-s1-2017-entity-x-cacda9afb6|appearance-the-punisher-s2-2019-entity-x-cacda9afb6,unknown,legacy_seed,unknown,
reason-the-punisher-s2-2019-daredevil-born-again-s1-2025-shared-entity-entity-x-cacda9afb6,the-punisher-s2-2019,daredevil-born-again-s1-2025,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-daredevil-born-again-s1-2025-entity-x-cacda9afb6|appearance-the-punisher-s2-2019-entity-x-cacda9afb6,unknown,legacy_seed,unknown,
reason-the-punisher-s2-2019-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,the-punisher-s2-2019,spider-man-brand-new-day-2026-07-31,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-spider-man-brand-new-day-2026-07-31-entity-x-797ce92fcd|appearance-the-punisher-s2-2019-entity-x-cacda9afb6,onscreen|unknown,legacy_seed|source_verified,confirmed|unknown,
reason-the-punisher-s2-2019-the-punisher-one-last-kill-2026-05-12-shared-entity-entity-x-cacda9afb6,the-punisher-s2-2019,the-punisher-one-last-kill-2026-05-12,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-the-punisher-one-last-kill-2026-05-12-entity-x-cacda9afb6|appearance-the-punisher-s2-2019-entity-x-cacda9afb6,unknown,legacy_seed,unknown,
reason-the-wolverine-2013-logan-2017-explicit-relation-work-relation-the-wolverine-2013-logan-2017-sequel,the-wolverine-2013,logan-2017,explicit_relation,,work-relation-the-wolverine-2013-logan-2017-sequel,,,,,,,work-relation-the-wolverine-2013-logan-2017-sequel,,legacy_seed,probable,sequel; story; strong
reason-the-wolverine-2013-logan-2017-shared-entity-entity-x-680db112c0,the-wolverine-2013,logan-2017,shared_entity,entity-x-680db112c0,,,,,,,,appearance-logan-2017-entity-x-680db112c0|appearance-the-wolverine-2013-entity-x-680db112c0,unknown,legacy_seed,unknown,
reason-the-wolverine-2013-x-men-days-of-future-past-2014-explicit-relation-work-relation-the-wolverine-2013-x-men-days-of-future-past-2014-lead-in,the-wolverine-2013,x-men-days-of-future-past-2014,explicit_relation,,work-relation-the-wolverine-2013-x-men-days-of-future-past-2014-lead-in,,,,,,,work-relation-the-wolverine-2013-x-men-days-of-future-past-2014-lead-in,,legacy_seed,probable,lead_in; story; direct
reason-the-wolverine-2013-x-men-days-of-future-past-2014-shared-entity-entity-x-680db112c0,the-wolverine-2013,x-men-days-of-future-past-2014,shared_entity,entity-x-680db112c0,,,,,,,,appearance-the-wolverine-2013-entity-x-680db112c0|appearance-x-men-days-of-future-past-2014-entity-x-680db112c0,unknown,legacy_seed,unknown,
reason-thor-2011-avengers-age-of-ultron-2015-shared-entity-entity-x-7250204b23,thor-2011,avengers-age-of-ultron-2015,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-7250204b23|appearance-thor-2011-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-2011-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,thor-2011,avengers-doomsday-2026-12-18,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23|appearance-thor-2011-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-2011-avengers-endgame-2019-shared-entity-entity-x-7250204b23,thor-2011,avengers-endgame-2019,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-endgame-2019-entity-x-7250204b23|appearance-thor-2011-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-2011-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e,thor-2011,avengers-infinity-war-2018,shared_entity,entity-x-55e230260e,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-55e230260e|appearance-thor-2011-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-2011-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,thor-2011,avengers-infinity-war-2018,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-7250204b23|appearance-thor-2011-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-2011-loki-s1-2021-shared-entity-entity-x-55e230260e,thor-2011,loki-s1-2021,shared_entity,entity-x-55e230260e,,,,,,,,appearance-loki-s1-2021-entity-x-55e230260e|appearance-thor-2011-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-2011-loki-s2-2023-shared-entity-entity-x-55e230260e,thor-2011,loki-s2-2023,shared_entity,entity-x-55e230260e,,,,,,,,appearance-loki-s2-2023-entity-x-55e230260e|appearance-thor-2011-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-2011-the-avengers-2012-explicit-relation-work-relation-thor-2011-the-avengers-2012-crossover,thor-2011,the-avengers-2012,explicit_relation,,work-relation-thor-2011-the-avengers-2012-crossover,,,,,,,work-relation-thor-2011-the-avengers-2012-crossover,,legacy_seed,probable,crossover; crossover; indirect
reason-thor-2011-the-avengers-2012-shared-entity-entity-x-55e230260e,thor-2011,the-avengers-2012,shared_entity,entity-x-55e230260e,,,,,,,,appearance-the-avengers-2012-entity-x-55e230260e|appearance-thor-2011-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-2011-the-avengers-2012-shared-entity-entity-x-7250204b23,thor-2011,the-avengers-2012,shared_entity,entity-x-7250204b23,,,,,,,,appearance-the-avengers-2012-entity-x-7250204b23|appearance-thor-2011-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-2011-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,thor-2011,thor-love-and-thunder-2022,shared_entity,entity-x-7250204b23,,,,,,,,appearance-thor-2011-entity-x-7250204b23|appearance-thor-love-and-thunder-2022-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-2011-thor-ragnarok-2017-shared-entity-entity-x-55e230260e,thor-2011,thor-ragnarok-2017,shared_entity,entity-x-55e230260e,,,,,,,,appearance-thor-2011-entity-x-55e230260e|appearance-thor-ragnarok-2017-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-2011-thor-ragnarok-2017-shared-entity-entity-x-7250204b23,thor-2011,thor-ragnarok-2017,shared_entity,entity-x-7250204b23,,,,,,,,appearance-thor-2011-entity-x-7250204b23|appearance-thor-ragnarok-2017-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-2011-thor-the-dark-world-2013-explicit-relation-work-relation-thor-2011-thor-the-dark-world-2013-sequel,thor-2011,thor-the-dark-world-2013,explicit_relation,,work-relation-thor-2011-thor-the-dark-world-2013-sequel,,,,,,,work-relation-thor-2011-thor-the-dark-world-2013-sequel,,source_verified,confirmed,sequel; story; direct
reason-thor-2011-thor-the-dark-world-2013-shared-entity-entity-x-55e230260e,thor-2011,thor-the-dark-world-2013,shared_entity,entity-x-55e230260e,,,,,,,,appearance-thor-2011-entity-x-55e230260e|appearance-thor-the-dark-world-2013-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-2011-thor-the-dark-world-2013-shared-entity-entity-x-7250204b23,thor-2011,thor-the-dark-world-2013,shared_entity,entity-x-7250204b23,,,,,,,,appearance-thor-2011-entity-x-7250204b23|appearance-thor-the-dark-world-2013-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-love-and-thunder-2022-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,thor-love-and-thunder-2022,avengers-doomsday-2026-12-18,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23|appearance-thor-love-and-thunder-2022-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,thor-ragnarok-2017,avengers-doomsday-2026-12-18,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23|appearance-thor-ragnarok-2017-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-avengers-endgame-2019-shared-entity-entity-x-50a34df778,thor-ragnarok-2017,avengers-endgame-2019,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-endgame-2019-entity-x-50a34df778|appearance-thor-ragnarok-2017-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-avengers-endgame-2019-shared-entity-entity-x-7250204b23,thor-ragnarok-2017,avengers-endgame-2019,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-endgame-2019-entity-x-7250204b23|appearance-thor-ragnarok-2017-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-avengers-infinity-war-2018-explicit-relation-work-relation-thor-ragnarok-2017-avengers-infinity-war-2018-crossover,thor-ragnarok-2017,avengers-infinity-war-2018,explicit_relation,,work-relation-thor-ragnarok-2017-avengers-infinity-war-2018-crossover,,,,,,,work-relation-thor-ragnarok-2017-avengers-infinity-war-2018-crossover,,legacy_seed,probable,crossover; crossover; direct
reason-thor-ragnarok-2017-avengers-infinity-war-2018-shared-entity-entity-x-50a34df778,thor-ragnarok-2017,avengers-infinity-war-2018,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-50a34df778|appearance-thor-ragnarok-2017-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e,thor-ragnarok-2017,avengers-infinity-war-2018,shared_entity,entity-x-55e230260e,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-55e230260e|appearance-thor-ragnarok-2017-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,thor-ragnarok-2017,avengers-infinity-war-2018,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-7250204b23|appearance-thor-ragnarok-2017-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-loki-s1-2021-shared-entity-entity-x-55e230260e,thor-ragnarok-2017,loki-s1-2021,shared_entity,entity-x-55e230260e,,,,,,,,appearance-loki-s1-2021-entity-x-55e230260e|appearance-thor-ragnarok-2017-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-loki-s2-2023-shared-entity-entity-x-55e230260e,thor-ragnarok-2017,loki-s2-2023,shared_entity,entity-x-55e230260e,,,,,,,,appearance-loki-s2-2023-entity-x-55e230260e|appearance-thor-ragnarok-2017-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-she-hulk-attorney-at-law-2022-shared-entity-entity-x-50a34df778,thor-ragnarok-2017,she-hulk-attorney-at-law-2022,shared_entity,entity-x-50a34df778,,,,,,,,appearance-she-hulk-attorney-at-law-2022-entity-x-50a34df778|appearance-thor-ragnarok-2017-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-thor-ragnarok-2017-thor-love-and-thunder-2022-explicit-relation-work-relation-thor-ragnarok-2017-thor-love-and-thunder-2022-sequel,thor-ragnarok-2017,thor-love-and-thunder-2022,explicit_relation,,work-relation-thor-ragnarok-2017-thor-love-and-thunder-2022-sequel,,,,,,,work-relation-thor-ragnarok-2017-thor-love-and-thunder-2022-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-thor-ragnarok-2017-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,thor-ragnarok-2017,thor-love-and-thunder-2022,shared_entity,entity-x-7250204b23,,,,,,,,appearance-thor-love-and-thunder-2022-entity-x-7250204b23|appearance-thor-ragnarok-2017-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020-explicit-relation-work-relation-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020-story-link,thor-the-dark-world-2013,agents-of-s-h-i-e-l-d-20132020,explicit_relation,,work-relation-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020-story-link,,,,,,,work-relation-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020-story-link,,legacy_seed,probable,story_link; story; indirect
reason-thor-the-dark-world-2013-avengers-age-of-ultron-2015-explicit-relation-work-relation-thor-the-dark-world-2013-avengers-age-of-ultron-2015-crossover,thor-the-dark-world-2013,avengers-age-of-ultron-2015,explicit_relation,,work-relation-thor-the-dark-world-2013-avengers-age-of-ultron-2015-crossover,,,,,,,work-relation-thor-the-dark-world-2013-avengers-age-of-ultron-2015-crossover,,legacy_seed,probable,crossover; crossover; indirect
reason-thor-the-dark-world-2013-avengers-age-of-ultron-2015-shared-entity-entity-x-7250204b23,thor-the-dark-world-2013,avengers-age-of-ultron-2015,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-7250204b23|appearance-thor-the-dark-world-2013-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,thor-the-dark-world-2013,avengers-doomsday-2026-12-18,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23|appearance-thor-the-dark-world-2013-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-avengers-endgame-2019-shared-entity-entity-x-7250204b23,thor-the-dark-world-2013,avengers-endgame-2019,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-endgame-2019-entity-x-7250204b23|appearance-thor-the-dark-world-2013-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e,thor-the-dark-world-2013,avengers-infinity-war-2018,shared_entity,entity-x-55e230260e,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-55e230260e|appearance-thor-the-dark-world-2013-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,thor-the-dark-world-2013,avengers-infinity-war-2018,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-7250204b23|appearance-thor-the-dark-world-2013-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-guardians-of-the-galaxy-2014-explicit-relation-work-relation-thor-the-dark-world-2013-guardians-of-the-galaxy-2014-story-link,thor-the-dark-world-2013,guardians-of-the-galaxy-2014,explicit_relation,,work-relation-thor-the-dark-world-2013-guardians-of-the-galaxy-2014-story-link,,,,,,,work-relation-thor-the-dark-world-2013-guardians-of-the-galaxy-2014-story-link,,legacy_seed,probable,story_link; story; indirect
reason-thor-the-dark-world-2013-loki-s1-2021-shared-entity-entity-x-55e230260e,thor-the-dark-world-2013,loki-s1-2021,shared_entity,entity-x-55e230260e,,,,,,,,appearance-loki-s1-2021-entity-x-55e230260e|appearance-thor-the-dark-world-2013-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-loki-s2-2023-shared-entity-entity-x-55e230260e,thor-the-dark-world-2013,loki-s2-2023,shared_entity,entity-x-55e230260e,,,,,,,,appearance-loki-s2-2023-entity-x-55e230260e|appearance-thor-the-dark-world-2013-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,thor-the-dark-world-2013,thor-love-and-thunder-2022,shared_entity,entity-x-7250204b23,,,,,,,,appearance-thor-love-and-thunder-2022-entity-x-7250204b23|appearance-thor-the-dark-world-2013-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-thor-ragnarok-2017-explicit-relation-work-relation-thor-the-dark-world-2013-thor-ragnarok-2017-sequel,thor-the-dark-world-2013,thor-ragnarok-2017,explicit_relation,,work-relation-thor-the-dark-world-2013-thor-ragnarok-2017-sequel,,,,,,,work-relation-thor-the-dark-world-2013-thor-ragnarok-2017-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-thor-the-dark-world-2013-thor-ragnarok-2017-shared-entity-entity-x-55e230260e,thor-the-dark-world-2013,thor-ragnarok-2017,shared_entity,entity-x-55e230260e,,,,,,,,appearance-thor-ragnarok-2017-entity-x-55e230260e|appearance-thor-the-dark-world-2013-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-thor-the-dark-world-2013-thor-ragnarok-2017-shared-entity-entity-x-7250204b23,thor-the-dark-world-2013,thor-ragnarok-2017,shared_entity,entity-x-7250204b23,,,,,,,,appearance-thor-ragnarok-2017-entity-x-7250204b23|appearance-thor-the-dark-world-2013-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18-explicit-relation-work-relation-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18-lead-in,thunderbolts-new-avengers-2025,avengers-doomsday-2026-12-18,explicit_relation,,work-relation-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18-lead-in,,,,,,,work-relation-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18-lead-in,,source_verified,confirmed,lead_in; story; strong
